Timestamp,Date,Open,High,Low,Close,Volume,symbol
1611475020.0,2021-01-24 07:57:00,1316.1,1316.1,1314.3,1314.4,167390.7285,ETH-PERP
1611475080.0,2021-01-24 07:58:00,1314.4,1315.3,1314.2,1315.0,368287.6644,ETH-PERP
1611475140.0,2021-01-24 07:59:00,1315.0,1318.1,1315.0,1317.4,1235225.1721,ETH-PERP
1611475200.0,2021-01-24 08:00:00,1317.4,1319.9,1317.1,1319.8,711414.2126,ETH-PERP
1611475260.0,2021-01-24 08:01:00,1319.8,1323.0,1319.5,1322.4,907514.7498,ETH-PERP
1611475320.0,2021-01-24 08:02:00,1322.4,1324.0,1321.3,1324.0,928802.0855,ETH-PERP
1611475380.0,2021-01-24 08:03:00,1324.0,1325.8,1323.5,1323.9,1269432.8765,ETH-PERP
1611475440.0,2021-01-24 08:04:00,1323.9,1324.1,1321.2,1321.6,1047302.1969,ETH-PERP
1611475500.0,2021-01-24 08:05:00,1321.6,1322.0,1318.9,1319.0,735043.9479,ETH-PERP
1611475560.0,2021-01-24 08:06:00,1319.0,1321.9,1319.0,1321.3,709146.1772,ETH-PERP
1611475620.0,2021-01-24 08:07:00,1321.3,1324.0,1321.3,1321.7,259573.8223,ETH-PERP
1611475680.0,2021-01-24 08:08:00,1321.7,1322.6,1320.3,1321.9,412057.087,ETH-PERP
1611475740.0,2021-01-24 08:09:00,1321.9,1321.9,1319.9,1320.1,308649.0796,ETH-PERP
1611475800.0,2021-01-24 08:10:00,1320.0,1325.2,1320.0,1323.5,1083447.7795,ETH-PERP
1611475860.0,2021-01-24 08:11:00,1323.5,1324.3,1321.3,1321.5,185044.2951,ETH-PERP
1611475920.0,2021-01-24 08:12:00,1321.5,1321.5,1320.0,1320.3,356581.8072,ETH-PERP
1611475980.0,2021-01-24 08:13:00,1320.3,1323.3,1320.1,1321.9,866655.2868,ETH-PERP
1611476040.0,2021-01-24 08:14:00,1321.9,1323.3,1320.2,1321.1,439397.8946,ETH-PERP
1611476100.0,2021-01-24 08:15:00,1321.1,1322.3,1320.2,1320.4,183609.2462,ETH-PERP
1611476160.0,2021-01-24 08:16:00,1320.4,1321.2,1318.1,1318.5,953750.548,ETH-PERP
1611476220.0,2021-01-24 08:17:00,1318.5,1320.3,1316.0,1316.5,655401.477,ETH-PERP
1611476280.0,2021-01-24 08:18:00,1316.5,1317.2,1314.1,1314.4,1223086.8642,ETH-PERP
1611476340.0,2021-01-24 08:19:00,1314.4,1314.7,1313.5,1313.9,274611.8476,ETH-PERP
1611476400.0,2021-01-24 08:20:00,1314.1,1314.5,1312.4,1312.6,413712.8779,ETH-PERP
1611476460.0,2021-01-24 08:21:00,1312.6,1313.3,1311.6,1313.0,245378.1422,ETH-PERP
1611476520.0,2021-01-24 08:22:00,1313.0,1313.8,1312.9,1313.5,81413.9146,ETH-PERP
