Timestamp,Open,High,Low,Close,Volume,symbol,Date
1573862400.0,179.8,183.37,179.1,182.3,4089620.07835,ETH-PERP,2019-11-16
1573948800.0,182.3,186.29,179.93,183.98,7454384.94125,ETH-PERP,2019-11-17
1574035200.0,183.98,183.99,173.93,177.95,8754544.92111,ETH-PERP,2019-11-18
1574121600.0,177.95,178.24,172.33,175.83,7730858.39641,ETH-PERP,2019-11-19
1574208000.0,175.82,177.4,173.13,174.36,7047119.41296,ETH-PERP,2019-11-20
1574294400.0,174.36,175.55,154.9,160.84,14670974.52884,ETH-PERP,2019-11-21
1574380800.0,160.84,162.64,137.18,149.8,34999808.05998,ETH-PERP,2019-11-22
1574467200.0,149.8,154.5,146.21,152.13,15242744.83192,ETH-PERP,2019-11-23
1574553600.0,152.14,153.1,138.36,139.85,16908714.35479,ETH-PERP,2019-11-24
1574640000.0,139.87,151.66,131.76,145.78,21804372.73297,ETH-PERP,2019-11-25
1574726400.0,145.89,149.99,143.52,147.63,9956894.32854,ETH-PERP,2019-11-26
1574812800.0,147.63,155.93,140.9,152.97,11832282.07325,ETH-PERP,2019-11-27
1574899200.0,153.0,154.85,149.12,150.89,7504889.80819,ETH-PERP,2019-11-28
1574985600.0,150.89,157.89,150.39,154.84,10398810.03943,ETH-PERP,2019-11-29
1575072000.0,154.84,155.52,149.89,151.63,8958726.05121,ETH-PERP,2019-11-30
1575158400.0,151.57,152.68,145.96,150.98,8708302.6953,ETH-PERP,2019-12-01
1575244800.0,151.01,151.64,146.82,148.88,5190028.58236,ETH-PERP,2019-12-02
1575331200.0,148.88,150.14,145.63,147.33,5110983.43757,ETH-PERP,2019-12-03
1575417600.0,147.34,152.9,143.12,145.55,10398671.10602,ETH-PERP,2019-12-04
1575504000.0,145.56,148.97,143.82,148.2,5976078.1622,ETH-PERP,2019-12-05
1575590400.0,148.2,149.84,145.9,148.97,4873452.44871,ETH-PERP,2019-12-06
1575676800.0,148.97,150.01,147.05,147.31,3464515.14406,ETH-PERP,2019-12-07
1575763200.0,147.31,151.9,146.32,150.67,3628795.74449,ETH-PERP,2019-12-08
1575849600.0,150.67,151.38,146.73,147.29,5379159.68648,ETH-PERP,2019-12-09
1575936000.0,147.28,148.38,143.77,145.47,3330357.01972,ETH-PERP,2019-12-10
1576022400.0,145.47,146.22,142.0,143.2,3286586.23544,ETH-PERP,2019-12-11
1576108800.0,143.2,145.72,139.19,144.72,6361613.0837,ETH-PERP,2019-12-12
1576195200.0,144.72,145.11,142.73,144.67,2396801.66659,ETH-PERP,2019-12-13
1576281600.0,144.67,144.96,141.03,141.68,2797200.59456,ETH-PERP,2019-12-14
1576368000.0,141.68,143.96,139.77,142.4,4035347.08488,ETH-PERP,2019-12-15
1576454400.0,142.4,142.56,128.37,132.44,10797499.47993,ETH-PERP,2019-12-16
1576540800.0,132.44,132.59,119.38,121.73,13561215.51453,ETH-PERP,2019-12-17
1576627200.0,121.74,134.9,116.12,132.94,22442268.00919,ETH-PERP,2019-12-18
1576713600.0,132.94,134.03,125.64,128.15,15727676.18064,ETH-PERP,2019-12-19
1576800000.0,128.15,129.45,125.68,128.29,6160174.31495,ETH-PERP,2019-12-20
1576886400.0,128.29,128.42,126.56,127.15,2788890.50479,ETH-PERP,2019-12-21
1576972800.0,127.15,133.12,126.97,132.31,7309440.01834,ETH-PERP,2019-12-22
1577059200.0,132.32,135.17,125.97,127.79,9599603.86302,ETH-PERP,2019-12-23
1577145600.0,127.78,129.53,126.56,127.72,4994425.27738,ETH-PERP,2019-12-24
1577232000.0,127.7,127.74,123.08,124.96,6769900.5703,ETH-PERP,2019-12-25
1577318400.0,124.96,132.22,124.19,125.48,13726083.25806,ETH-PERP,2019-12-26
1577404800.0,125.48,126.75,122.09,126.28,6576478.24605,ETH-PERP,2019-12-27
1577491200.0,126.28,129.59,125.89,127.93,4477535.48198,ETH-PERP,2019-12-28
1577577600.0,127.93,138.14,127.44,134.34,12740688.84248,ETH-PERP,2019-12-29
1577664000.0,134.3,135.94,130.04,131.19,10344962.2968,ETH-PERP,2019-12-30
1577750400.0,131.19,133.46,127.71,128.71,8833029.39697,ETH-PERP,2019-12-31
1577836800.0,128.71,132.78,128.26,130.31,7184510.69632,ETH-PERP,2020-01-01
1577923200.0,130.31,130.4,126.06,126.87,6762499.75217,ETH-PERP,2020-01-02
1578009600.0,126.87,135.02,125.62,134.33,16291641.34818,ETH-PERP,2020-01-03
1578096000.0,134.21,135.75,132.34,134.15,6562284.70193,ETH-PERP,2020-01-04
1578182400.0,134.15,138.17,134.15,135.32,8832745.3169,ETH-PERP,2020-01-05
1578268800.0,135.32,145.25,134.83,144.24,18468463.56258,ETH-PERP,2020-01-06
1578355200.0,144.24,145.33,138.95,142.96,17468625.80771,ETH-PERP,2020-01-07
1578441600.0,142.96,148.0,137.15,140.61,18401549.25719,ETH-PERP,2020-01-08
1578528000.0,140.72,141.46,135.31,137.75,10908780.88443,ETH-PERP,2020-01-09
1578614400.0,137.76,145.25,135.14,144.96,13475460.99449,ETH-PERP,2020-01-10
1578700800.0,144.98,148.23,142.13,142.51,13626809.46738,ETH-PERP,2020-01-11
1578787200.0,142.6,146.69,141.95,146.65,12849746.0371,ETH-PERP,2020-01-12
1578873600.0,146.63,147.41,142.18,143.59,11984734.2123,ETH-PERP,2020-01-13
1578960000.0,143.62,171.31,143.22,166.01,53531863.60724,ETH-PERP,2020-01-14
1579046400.0,165.86,172.08,159.36,166.53,31780098.62413,ETH-PERP,2020-01-15
1579132800.0,166.52,167.5,158.55,164.29,22830790.96939,ETH-PERP,2020-01-16
1579219200.0,164.34,174.63,162.26,169.73,44474311.40821,ETH-PERP,2020-01-17
1579305600.0,169.73,179.35,164.87,174.27,40346433.72076,ETH-PERP,2020-01-18
1579392000.0,174.27,178.24,161.71,166.87,43275041.48737,ETH-PERP,2020-01-19
1579478400.0,166.85,169.36,161.27,166.58,19843378.14305,ETH-PERP,2020-01-20
1579564800.0,166.58,170.0,164.61,169.3,18475351.16881,ETH-PERP,2020-01-21
1579651200.0,169.3,171.22,165.82,167.78,12984955.01131,ETH-PERP,2020-01-22
1579737600.0,167.78,167.88,158.51,162.59,15974456.90606,ETH-PERP,2020-01-23
1579824000.0,162.59,164.46,155.44,162.5,19944939.11655,ETH-PERP,2020-01-24
1579910400.0,162.5,162.57,157.5,160.2,12333520.77866,ETH-PERP,2020-01-25
1579996800.0,160.21,167.89,158.9,167.77,11155373.29115,ETH-PERP,2020-01-26
1580083200.0,167.77,171.87,165.19,170.02,23601767.03598,ETH-PERP,2020-01-27
1580169600.0,170.02,176.73,170.02,176.26,23653425.38496,ETH-PERP,2020-01-28
1580256000.0,176.15,178.71,173.24,173.67,19226799.65196,ETH-PERP,2020-01-29
1580342400.0,173.65,187.2,170.73,184.89,27151825.18555,ETH-PERP,2020-01-30
1580428800.0,184.92,185.94,175.17,179.82,26113776.1748,ETH-PERP,2020-01-31
1580515200.0,179.82,184.53,178.13,183.72,20966381.86423,ETH-PERP,2020-02-01
1580601600.0,183.72,193.83,178.9,188.45,27044645.42143,ETH-PERP,2020-02-02
1580688000.0,188.44,195.55,186.36,189.77,24933365.47442,ETH-PERP,2020-02-03
1580774400.0,189.83,191.82,184.78,188.56,17156752.66673,ETH-PERP,2020-02-04
1580860800.0,188.58,208.27,187.96,204.37,36029627.6339,ETH-PERP,2020-02-05
1580947200.0,204.37,216.63,201.4,213.3,64455049.45912,ETH-PERP,2020-02-06
1581033600.0,213.3,224.64,213.3,223.5,39952990.12715,ETH-PERP,2020-02-07
1581120000.0,223.51,228.38,213.45,223.71,46153998.64164,ETH-PERP,2020-02-08
1581206400.0,223.69,231.38,223.51,229.06,35033788.8502,ETH-PERP,2020-02-09
1581292800.0,229.1,230.41,216.59,223.28,31269953.57528,ETH-PERP,2020-02-10
1581379200.0,223.24,240.5,218.4,238.18,48330200.70512,ETH-PERP,2020-02-11
1581465600.0,238.15,277.34,238.15,266.91,112396851.7653,ETH-PERP,2020-02-12
1581552000.0,266.99,278.94,256.22,268.95,105054499.34712,ETH-PERP,2020-02-13
1581638400.0,269.05,288.31,260.93,286.47,62576346.49793,ETH-PERP,2020-02-14
1581724800.0,286.44,291.26,262.27,265.52,92785935.05752,ETH-PERP,2020-02-15
1581811200.0,265.52,274.5,237.69,259.47,111009151.77025,ETH-PERP,2020-02-16
1581897600.0,259.25,269.4,242.7,268.63,105431742.26715,ETH-PERP,2020-02-17
1581984000.0,268.68,290.35,259.72,284.37,104154240.55539,ETH-PERP,2020-02-18
1582070400.0,284.31,287.97,251.22,259.05,100600415.35404,ETH-PERP,2020-02-19
1582156800.0,258.79,264.39,245.57,257.79,150565131.50412,ETH-PERP,2020-02-20
1582243200.0,257.82,269.14,254.54,265.88,58549528.48714,ETH-PERP,2020-02-21
1582329600.0,265.93,267.67,256.4,262.37,59334293.2824,ETH-PERP,2020-02-22
1582416000.0,262.32,276.87,260.1,275.61,58582449.27398,ETH-PERP,2020-02-23
1582502400.0,275.58,289.55,257.37,266.0,116947522.14235,ETH-PERP,2020-02-24
1582588800.0,266.14,266.65,244.69,246.93,124836711.09857,ETH-PERP,2020-02-25
1582675200.0,246.96,250.5,215.78,223.93,199364532.89901,ETH-PERP,2020-02-26
1582761600.0,224.18,238.85,210.0,228.22,222573653.27298,ETH-PERP,2020-02-27
1582848000.0,228.2,235.06,213.95,227.75,149849218.03186,ETH-PERP,2020-02-28
1582934400.0,227.71,233.93,217.19,217.83,103354968.58005,ETH-PERP,2020-02-29
1583020800.0,217.67,228.1,212.13,217.5,191263673.65518,ETH-PERP,2020-03-01
1583107200.0,217.57,234.93,215.73,232.29,180441245.98923,ETH-PERP,2020-03-02
1583193600.0,232.32,233.12,220.08,223.92,142791696.5363,ETH-PERP,2020-03-03
1583280000.0,224.02,228.92,220.38,224.72,119867704.52871,ETH-PERP,2020-03-04
1583366400.0,224.72,234.62,224.72,228.99,108250663.9607,ETH-PERP,2020-03-05
1583452800.0,228.97,246.18,227.76,245.85,136218233.50887,ETH-PERP,2020-03-06
1583539200.0,245.84,253.03,236.68,237.75,118843511.11435,ETH-PERP,2020-03-07
1583625600.0,237.75,237.75,195.58,199.81,244706337.06664,ETH-PERP,2020-03-08
1583712000.0,199.81,209.22,190.1,203.3,337276454.5072,ETH-PERP,2020-03-09
1583798400.0,203.3,207.11,195.78,200.87,157671877.25631,ETH-PERP,2020-03-10
1583884800.0,200.91,203.34,181.92,195.02,155466177.92662,ETH-PERP,2020-03-11
1583971200.0,195.0,196.0,100.1,107.1,642726464.53175,ETH-PERP,2020-03-12
1584057600.0,107.29,146.25,84.32,134.95,794614174.59071,ETH-PERP,2020-03-13
1584144000.0,135.21,135.29,120.96,122.42,138322176.01154,ETH-PERP,2020-03-14
1584230400.0,122.5,134.25,119.73,123.6,116054247.93233,ETH-PERP,2020-03-15
1584316800.0,123.53,124.0,100.45,111.06,155175591.39095,ETH-PERP,2020-03-16
1584403200.0,111.09,121.7,109.16,115.89,87643989.66001,ETH-PERP,2020-03-17
1584489600.0,115.89,118.91,110.1,118.31,49031547.91351,ETH-PERP,2020-03-18
1584576000.0,118.31,144.12,115.67,136.51,159509883.02363,ETH-PERP,2020-03-19
1584662400.0,136.51,153.31,114.49,133.48,199671345.48429,ETH-PERP,2020-03-20
1584748800.0,133.57,137.5,125.5,132.66,77883777.83534,ETH-PERP,2020-03-21
1584835200.0,132.66,137.32,120.76,122.23,54602140.90876,ETH-PERP,2020-03-22
1584921600.0,122.21,138.48,114.0,136.46,131340113.97406,ETH-PERP,2020-03-23
1585008000.0,136.37,143.96,132.77,138.68,90673607.18772,ETH-PERP,2020-03-24
1585094400.0,138.65,142.56,132.28,135.88,43128302.15132,ETH-PERP,2020-03-25
1585180800.0,135.94,140.36,133.19,138.64,25404179.51565,ETH-PERP,2020-03-26
1585267200.0,138.66,141.8,128.55,131.16,45139941.36122,ETH-PERP,2020-03-27
1585353600.0,131.15,133.13,124.64,131.08,87832334.43839,ETH-PERP,2020-03-28
1585440000.0,131.08,132.17,123.69,124.22,39149838.15161,ETH-PERP,2020-03-29
1585526400.0,124.25,135.81,123.83,132.34,98804166.85168,ETH-PERP,2020-03-30
1585612800.0,132.33,135.4,130.39,132.91,58485251.39174,ETH-PERP,2020-03-31
1585699200.0,132.9,137.65,128.5,136.0,61469034.66216,ETH-PERP,2020-04-01
1585785600.0,136.01,150.82,135.46,141.38,98934742.20355,ETH-PERP,2020-04-02
1585872000.0,141.36,146.87,137.58,141.33,38924679.27012,ETH-PERP,2020-04-03
1585958400.0,141.33,146.7,138.89,144.28,20411110.11503,ETH-PERP,2020-04-04
1586044800.0,144.28,145.91,140.74,142.75,19545151.39688,ETH-PERP,2020-04-05
1586131200.0,142.77,172.2,142.26,171.34,97975475.9359,ETH-PERP,2020-04-06
1586217600.0,171.34,176.75,162.07,164.65,102821032.33371,ETH-PERP,2020-04-07
1586304000.0,164.65,174.77,163.66,173.37,70319430.19233,ETH-PERP,2020-04-08
1586390400.0,173.37,173.82,165.0,169.72,59622065.0631,ETH-PERP,2020-04-09
1586476800.0,169.68,170.35,152.04,157.95,69063037.09922,ETH-PERP,2020-04-10
1586563200.0,157.95,161.42,154.04,158.5,47164540.80051,ETH-PERP,2020-04-11
1586649600.0,158.5,165.45,155.19,158.85,38203505.53672,ETH-PERP,2020-04-12
1586736000.0,158.84,159.39,147.59,156.68,76792210.90802,ETH-PERP,2020-04-13
1586822400.0,156.68,162.12,155.49,158.47,46826523.75983,ETH-PERP,2020-04-14
1586908800.0,158.47,161.54,151.85,152.72,55446967.47664,ETH-PERP,2020-04-15
1586995200.0,152.72,175.37,148.35,172.51,136146137.76571,ETH-PERP,2020-04-16
1587081600.0,172.52,175.09,168.24,170.7,49628871.62462,ETH-PERP,2020-04-17
1587168000.0,170.7,189.92,170.57,187.64,72716064.10893,ETH-PERP,2020-04-18
1587254400.0,187.64,188.5,176.26,180.11,74008393.46439,ETH-PERP,2020-04-19
1587340800.0,180.11,186.82,165.76,170.39,133116978.92551,ETH-PERP,2020-04-20
1587427200.0,170.39,174.95,168.34,170.92,63395502.24749,ETH-PERP,2020-04-21
1587513600.0,170.92,184.55,169.89,183.05,65237950.1163,ETH-PERP,2020-04-22
1587600000.0,183.05,194.9,178.15,185.73,118661202.97063,ETH-PERP,2020-04-23
1587686400.0,185.73,190.12,184.8,187.75,69905913.08607,ETH-PERP,2020-04-24
1587772800.0,187.75,198.63,185.65,194.38,106463270.56508,ETH-PERP,2020-04-25
1587859200.0,194.27,200.39,192.41,197.74,81308348.17934,ETH-PERP,2020-04-26
1587945600.0,197.74,199.69,189.5,196.67,83564548.68451,ETH-PERP,2020-04-27
1588032000.0,196.67,197.96,192.35,196.56,65801331.99129,ETH-PERP,2020-04-28
1588118400.0,196.56,219.9,196.56,215.69,108036676.77654,ETH-PERP,2020-04-29
1588204800.0,215.69,227.67,201.95,206.35,139276255.30269,ETH-PERP,2020-04-30
1588291200.0,206.35,217.79,206.21,212.48,73296696.30147,ETH-PERP,2020-05-01
1588377600.0,212.47,215.92,210.78,214.32,61474921.62881,ETH-PERP,2020-05-02
1588464000.0,214.32,219.75,204.79,210.14,71145021.36391,ETH-PERP,2020-05-03
1588550400.0,210.14,211.03,195.09,206.93,87090548.11643,ETH-PERP,2020-05-04
1588636800.0,206.93,212.31,201.5,205.56,70799388.70881,ETH-PERP,2020-05-05
1588723200.0,205.56,211.37,198.11,199.17,73893351.10581,ETH-PERP,2020-05-06
1588809600.0,199.17,216.06,196.38,212.71,116402713.12814,ETH-PERP,2020-05-07
1588896000.0,212.71,217.21,207.21,211.51,78142863.89385,ETH-PERP,2020-05-08
1588982400.0,211.51,214.96,208.5,210.26,46307638.89959,ETH-PERP,2020-05-09
1589068800.0,210.26,210.28,178.2,187.66,144321563.49681,ETH-PERP,2020-05-10
1589155200.0,187.66,193.47,174.96,185.88,78702727.58925,ETH-PERP,2020-05-11
1589241600.0,185.87,192.37,185.54,189.86,50121902.27628,ETH-PERP,2020-05-12
1589328000.0,189.8,201.29,188.11,199.82,51017779.49675,ETH-PERP,2020-05-13
1589414400.0,199.82,206.33,195.6,203.25,71431370.86725,ETH-PERP,2020-05-14
1589500800.0,203.25,204.47,191.0,194.59,49620754.92662,ETH-PERP,2020-05-15
1589587200.0,194.59,203.83,193.11,200.54,47585235.08624,ETH-PERP,2020-05-16
1589673600.0,200.54,210.0,199.61,207.02,49913065.80172,ETH-PERP,2020-05-17
1589760000.0,207.02,217.2,207.02,214.74,71811717.16422,ETH-PERP,2020-05-18
1589846400.0,214.74,216.04,209.22,214.75,60156714.13024,ETH-PERP,2020-05-19
1589932800.0,214.75,215.75,206.01,209.85,49903896.91229,ETH-PERP,2020-05-20
1590019200.0,209.85,211.49,191.33,198.54,58144364.35304,ETH-PERP,2020-05-21
1590105600.0,198.54,209.27,196.02,207.39,58536592.14795,ETH-PERP,2020-05-22
1590192000.0,207.39,211.32,204.48,206.6,37361940.01146,ETH-PERP,2020-05-23
1590278400.0,206.6,210.75,199.22,199.62,50068420.80496,ETH-PERP,2020-05-24
