,Date Time,Open,High,Low,Close,Volume
0,2021-01-26 07:35:00,135.505,135.505,135.345,135.345,0.0
1,2021-01-26 07:36:00,135.345,135.455,135.04,135.04,6.752
2,2021-01-26 07:37:00,135.04,135.21,135.04,135.04,0.0
3,2021-01-26 07:38:00,135.04,135.28,135.04,135.04,0.0
4,2021-01-26 07:39:00,135.04,135.155,135.04,135.14,0.0
5,2021-01-26 07:40:00,135.14,135.175,135.04,135.04,0.0
6,2021-01-26 07:41:00,135.04,135.04,134.925,134.98,4.0494
7,2021-01-26 07:42:00,134.98,134.995,134.805,134.805,2273.0422
8,2021-01-26 07:43:00,134.805,134.805,134.445,134.445,1.3458
9,2021-01-26 07:44:00,134.445,134.825,134.445,134.455,498.82805
10,2021-01-26 07:45:00,134.455,134.805,134.37,134.37,2.6888
11,2021-01-26 07:46:00,134.37,134.435,134.015,134.015,13402.5775
12,2021-01-26 07:47:00,134.015,134.42,134.015,134.42,0.0
13,2021-01-26 07:48:00,134.42,134.855,134.015,134.73,2147.5265
14,2021-01-26 07:49:00,134.73,134.73,134.62,134.73,0.0
15,2021-01-26 07:50:00,134.73,134.965,134.73,134.835,0.0
16,2021-01-26 07:51:00,134.835,134.835,134.73,134.795,0.0
17,2021-01-26 07:52:00,134.795,135.135,134.73,135.085,2327.3138
18,2021-01-26 07:53:00,135.085,135.085,134.94,134.995,0.0
19,2021-01-26 07:54:00,134.995,134.995,134.855,134.855,0.0
20,2021-01-26 07:55:00,134.855,135.31,134.855,135.1,0.0
21,2021-01-26 07:56:00,135.1,135.26,134.995,135.02,0.0
22,2021-01-26 07:57:00,135.02,135.02,134.995,134.995,0.0
23,2021-01-26 07:58:00,134.995,134.995,134.945,134.995,0.0
24,2021-01-26 07:59:00,134.995,134.995,134.755,134.755,0.0
25,2021-01-26 08:00:00,134.755,135.415,134.36,134.685,3701.3148
26,2021-01-26 08:01:00,135.315,135.65,134.685,135.58,1.3548
27,2021-01-26 08:02:00,135.58,135.645,135.48,135.515,0.0
28,2021-01-26 08:03:00,135.515,135.525,135.48,135.48,0.0
29,2021-01-26 08:04:00,135.48,135.48,135.31,135.48,0.0
30,2021-01-26 08:05:00,135.48,135.585,135.48,135.585,0.0
31,2021-01-26 08:06:00,135.585,135.69,135.48,135.63,0.0
32,2021-01-26 08:07:00,135.63,135.63,135.535,135.535,1042.26415
33,2021-01-26 08:08:00,135.535,135.835,135.535,135.665,172.29455
34,2021-01-26 08:09:00,135.665,135.675,135.665,135.665,0.0
