Timestamp,Date,Open,High,Low,Close,Volume,symbol
1611449220.0,2021-01-24 00:47:00,137.43,137.44,137.29,137.33,500.64194,LTC/USDT
1611449280.0,2021-01-24 00:48:00,137.33,137.48,137.33,137.36,412.16292,LTC/USDT
1611449340.0,2021-01-24 00:49:00,137.36,137.55,137.35,137.46,261.17481,LTC/USDT
1611449400.0,2021-01-24 00:50:00,137.47,137.56,137.4,137.43,211.11578,LTC/USDT
1611449460.0,2021-01-24 00:51:00,137.43,137.65,137.42,137.54,491.78708,LTC/USDT
1611449520.0,2021-01-24 00:52:00,137.56,137.69,137.54,137.54,187.35095,LTC/USDT
1611449580.0,2021-01-24 00:53:00,137.53,137.53,137.32,137.4,381.43093,LTC/USDT
1611449640.0,2021-01-24 00:54:00,137.42,137.51,137.37,137.39,73.32576,LTC/USDT
1611449700.0,2021-01-24 00:55:00,137.4,137.55,137.4,137.54,236.18243,LTC/USDT
1611449760.0,2021-01-24 00:56:00,137.56,137.57,137.47,137.48,118.85085,LTC/USDT
1611449820.0,2021-01-24 00:57:00,137.47,137.47,137.31,137.33,101.36907,LTC/USDT
1611449880.0,2021-01-24 00:58:00,137.33,137.33,137.18,137.25,349.8916,LTC/USDT
1611449940.0,2021-01-24 00:59:00,137.26,137.38,137.26,137.35,329.54239,LTC/USDT
1611450000.0,2021-01-24 01:00:00,137.37,137.41,137.08,137.11,466.04792,LTC/USDT
1611450060.0,2021-01-24 01:01:00,137.1,137.11,136.89,137.09,1167.36016,LTC/USDT
1611450120.0,2021-01-24 01:02:00,137.09,137.19,136.95,137.17,448.76925,LTC/USDT
1611450180.0,2021-01-24 01:03:00,137.17,137.66,137.15,137.66,617.05432,LTC/USDT
1611450240.0,2021-01-24 01:04:00,137.66,137.71,137.57,137.65,385.31994,LTC/USDT
1611450300.0,2021-01-24 01:05:00,137.64,137.7,137.55,137.56,134.32061,LTC/USDT
1611450360.0,2021-01-24 01:06:00,137.56,137.69,137.55,137.63,310.66677,LTC/USDT
1611450420.0,2021-01-24 01:07:00,137.63,137.65,137.59,137.62,326.79495,LTC/USDT
1611450480.0,2021-01-24 01:08:00,137.6,137.64,137.43,137.57,282.3517,LTC/USDT
1611450540.0,2021-01-24 01:09:00,137.56,137.6,137.47,137.54,69.44973,LTC/USDT
1611450600.0,2021-01-24 01:10:00,137.54,137.6,137.52,137.53,142.64883,LTC/USDT
1611450660.0,2021-01-24 01:11:00,137.53,137.84,137.43,137.68,839.01803,LTC/USDT
1611450720.0,2021-01-24 01:12:00,137.68,137.73,137.53,137.54,283.9019,LTC/USDT
1611450780.0,2021-01-24 01:13:00,137.54,137.58,137.43,137.51,211.75648,LTC/USDT
1611450840.0,2021-01-24 01:14:00,137.51,137.58,137.44,137.55,177.76228,LTC/USDT
1611450900.0,2021-01-24 01:15:00,137.53,137.72,137.51,137.68,339.26618,LTC/USDT
1611450960.0,2021-01-24 01:16:00,137.66,137.88,137.62,137.86,492.94949,LTC/USDT
1611451020.0,2021-01-24 01:17:00,137.87,137.89,137.71,137.73,714.72883,LTC/USDT
1611451080.0,2021-01-24 01:18:00,137.71,137.73,137.53,137.53,334.17146,LTC/USDT
1611451140.0,2021-01-24 01:19:00,137.54,137.77,137.53,137.72,301.90853,LTC/USDT
1611451200.0,2021-01-24 01:20:00,137.72,137.9,137.65,137.86,598.00005,LTC/USDT
1611451260.0,2021-01-24 01:21:00,137.86,137.86,137.71,137.71,265.84028,LTC/USDT
1611451320.0,2021-01-24 01:22:00,137.71,137.86,137.65,137.71,310.64805,LTC/USDT
1611451380.0,2021-01-24 01:23:00,137.72,137.81,137.66,137.72,201.84309,LTC/USDT
1611451440.0,2021-01-24 01:24:00,137.72,137.76,137.64,137.66,105.54933,LTC/USDT
1611451500.0,2021-01-24 01:25:00,137.68,137.78,137.68,137.74,152.15972,LTC/USDT
1611451560.0,2021-01-24 01:26:00,137.73,137.73,137.61,137.61,355.18093,LTC/USDT
1611451620.0,2021-01-24 01:27:00,137.61,137.72,137.54,137.61,205.90193,LTC/USDT
1611451680.0,2021-01-24 01:28:00,137.62,137.73,137.62,137.66,181.54994,LTC/USDT
1611451740.0,2021-01-24 01:29:00,137.65,137.74,137.53,137.55,348.60244,LTC/USDT
1611451800.0,2021-01-24 01:30:00,137.53,137.62,137.47,137.49,748.22225,LTC/USDT
1611451860.0,2021-01-24 01:31:00,137.49,137.52,137.47,137.48,195.67885,LTC/USDT
1611451920.0,2021-01-24 01:32:00,137.47,137.47,137.12,137.17,714.67891,LTC/USDT
1611451980.0,2021-01-24 01:33:00,137.16,137.17,137.04,137.09,55.55858,LTC/USDT
1611452040.0,2021-01-24 01:34:00,137.08,137.2,137.08,137.19,283.12258,LTC/USDT
1611452100.0,2021-01-24 01:35:00,137.19,137.19,137.06,137.09,115.98941,LTC/USDT
1611452160.0,2021-01-24 01:36:00,137.1,137.16,137.0,137.03,325.33406,LTC/USDT
1611452220.0,2021-01-24 01:37:00,137.03,137.15,137.03,137.12,67.30297,LTC/USDT
1611452280.0,2021-01-24 01:38:00,137.12,137.25,137.12,137.23,149.11688,LTC/USDT
1611452340.0,2021-01-24 01:39:00,137.22,137.58,137.14,137.57,309.14658,LTC/USDT
1611452400.0,2021-01-24 01:40:00,137.56,137.84,137.5,137.62,2882.93921,LTC/USDT
1611452460.0,2021-01-24 01:41:00,137.66,137.69,137.58,137.65,313.74261,LTC/USDT
1611452520.0,2021-01-24 01:42:00,137.66,137.89,137.66,137.83,185.74044,LTC/USDT
1611452580.0,2021-01-24 01:43:00,137.83,137.86,137.58,137.58,310.84519,LTC/USDT
1611452640.0,2021-01-24 01:44:00,137.58,137.65,137.53,137.53,458.24715,LTC/USDT
1611452700.0,2021-01-24 01:45:00,137.53,137.57,137.31,137.37,554.8816,LTC/USDT
1611452760.0,2021-01-24 01:46:00,137.36,137.4,137.11,137.17,279.56803,LTC/USDT
1611452820.0,2021-01-24 01:47:00,137.18,137.44,137.18,137.4,451.71477,LTC/USDT
1611452880.0,2021-01-24 01:48:00,137.41,137.46,137.29,137.3,301.74144,LTC/USDT
1611452940.0,2021-01-24 01:49:00,137.3,137.52,137.3,137.45,641.02619,LTC/USDT
1611453000.0,2021-01-24 01:50:00,137.47,137.5,137.24,137.24,207.24729,LTC/USDT
1611453060.0,2021-01-24 01:51:00,137.29,137.35,137.19,137.21,112.11862,LTC/USDT
1611453120.0,2021-01-24 01:52:00,137.21,137.25,137.13,137.25,132.74776,LTC/USDT
1611453180.0,2021-01-24 01:53:00,137.25,137.25,137.12,137.19,104.0566,LTC/USDT
1611453240.0,2021-01-24 01:54:00,137.18,137.37,137.1,137.16,469.60641,LTC/USDT
1611453300.0,2021-01-24 01:55:00,137.16,137.29,137.13,137.15,303.0378,LTC/USDT
1611453360.0,2021-01-24 01:56:00,137.16,137.28,137.16,137.17,82.9054,LTC/USDT
1611453420.0,2021-01-24 01:57:00,137.16,137.19,137.03,137.04,694.88103,LTC/USDT
1611453480.0,2021-01-24 01:58:00,137.04,137.04,136.92,136.92,455.48466,LTC/USDT
1611453540.0,2021-01-24 01:59:00,136.94,137.05,136.89,136.89,193.41023,LTC/USDT
1611453600.0,2021-01-24 02:00:00,136.91,137.07,136.8,136.81,297.64052,LTC/USDT
1611453660.0,2021-01-24 02:01:00,136.81,136.84,136.72,136.78,405.60279,LTC/USDT
1611453720.0,2021-01-24 02:02:00,136.77,136.8,136.58,136.6,279.2273,LTC/USDT
1611453780.0,2021-01-24 02:03:00,136.6,136.88,136.6,136.7,354.86306,LTC/USDT
1611453840.0,2021-01-24 02:04:00,136.71,136.79,136.66,136.77,239.729,LTC/USDT
1611453900.0,2021-01-24 02:05:00,136.76,136.76,136.6,136.66,171.77887,LTC/USDT
1611453960.0,2021-01-24 02:06:00,136.67,136.8,136.65,136.8,69.30208,LTC/USDT
1611454020.0,2021-01-24 02:07:00,136.81,137.2,136.81,137.12,302.47819,LTC/USDT
1611454080.0,2021-01-24 02:08:00,137.14,137.15,136.97,137.09,378.29658,LTC/USDT
1611454140.0,2021-01-24 02:09:00,137.08,137.28,137.07,137.21,148.27462,LTC/USDT
1611454200.0,2021-01-24 02:10:00,137.2,137.2,136.97,136.99,89.41004,LTC/USDT
1611454260.0,2021-01-24 02:11:00,136.98,137.15,136.86,137.15,194.67131,LTC/USDT
1611454320.0,2021-01-24 02:12:00,137.14,137.32,137.07,137.24,193.74273,LTC/USDT
1611454380.0,2021-01-24 02:13:00,137.25,137.32,137.2,137.32,147.77644,LTC/USDT
1611454440.0,2021-01-24 02:14:00,137.32,137.32,137.22,137.25,46.99777,LTC/USDT
1611454500.0,2021-01-24 02:15:00,137.24,137.33,137.2,137.32,64.3521,LTC/USDT
1611454560.0,2021-01-24 02:16:00,137.33,137.8,137.33,137.8,711.35155,LTC/USDT
1611454620.0,2021-01-24 02:17:00,137.8,138.01,137.74,137.92,551.06947,LTC/USDT
1611454680.0,2021-01-24 02:18:00,137.94,138.04,137.86,138.0,681.34117,LTC/USDT
1611454740.0,2021-01-24 02:19:00,138.0,138.26,137.91,138.23,1170.53725,LTC/USDT
1611454800.0,2021-01-24 02:20:00,138.22,138.3,138.16,138.23,521.80363,LTC/USDT
1611454860.0,2021-01-24 02:21:00,138.22,138.22,137.97,138.04,999.77097,LTC/USDT
1611454920.0,2021-01-24 02:22:00,138.04,138.15,138.01,138.12,178.15963,LTC/USDT
1611454980.0,2021-01-24 02:23:00,138.11,138.11,137.89,138.01,414.6732,LTC/USDT
1611455040.0,2021-01-24 02:24:00,138.02,138.23,137.98,138.23,281.79753,LTC/USDT
1611455100.0,2021-01-24 02:25:00,138.21,138.21,138.02,138.17,269.29854,LTC/USDT
1611455160.0,2021-01-24 02:26:00,138.18,138.18,138.08,138.08,236.35447,LTC/USDT
1611455220.0,2021-01-24 02:27:00,138.08,138.13,138.0,138.1,194.11521,LTC/USDT
1611455280.0,2021-01-24 02:28:00,138.11,138.11,137.97,138.05,210.06648,LTC/USDT
1611455340.0,2021-01-24 02:29:00,138.04,138.1,137.97,138.04,658.84553,LTC/USDT
1611455400.0,2021-01-24 02:30:00,138.04,138.14,138.04,138.14,444.14045,LTC/USDT
1611455460.0,2021-01-24 02:31:00,138.14,138.33,138.06,138.33,310.93041,LTC/USDT
1611455520.0,2021-01-24 02:32:00,138.32,138.48,138.28,138.46,679.09153,LTC/USDT
1611455580.0,2021-01-24 02:33:00,138.46,139.07,138.41,138.98,1222.86245,LTC/USDT
1611455640.0,2021-01-24 02:34:00,138.97,139.3,138.97,139.27,1163.60523,LTC/USDT
1611455700.0,2021-01-24 02:35:00,139.26,139.26,138.78,138.78,583.89839,LTC/USDT
1611455760.0,2021-01-24 02:36:00,138.76,139.03,138.67,138.83,339.66584,LTC/USDT
1611455820.0,2021-01-24 02:37:00,138.83,138.88,138.74,138.75,327.69,LTC/USDT
1611455880.0,2021-01-24 02:38:00,138.75,138.75,138.66,138.66,50.58417,LTC/USDT
1611455940.0,2021-01-24 02:39:00,138.65,138.99,138.6,138.88,366.66004,LTC/USDT
1611456000.0,2021-01-24 02:40:00,138.87,139.03,138.69,138.69,634.97496,LTC/USDT
1611456060.0,2021-01-24 02:41:00,138.71,138.85,138.7,138.85,607.22473,LTC/USDT
1611456120.0,2021-01-24 02:42:00,138.85,138.89,138.83,138.89,1614.36445,LTC/USDT
1611456180.0,2021-01-24 02:43:00,138.89,138.89,138.66,138.8,205.54928,LTC/USDT
1611456240.0,2021-01-24 02:44:00,138.81,138.93,138.8,138.8,706.11514,LTC/USDT
1611456300.0,2021-01-24 02:45:00,138.79,138.94,138.78,138.88,379.81391,LTC/USDT
1611456360.0,2021-01-24 02:46:00,138.88,138.89,138.7,138.7,372.55695,LTC/USDT
1611456420.0,2021-01-24 02:47:00,138.73,138.8,138.66,138.67,780.74719,LTC/USDT
1611456480.0,2021-01-24 02:48:00,138.68,139.51,138.66,139.15,4049.04725,LTC/USDT
1611456540.0,2021-01-24 02:49:00,139.15,139.4,138.99,139.05,714.04804,LTC/USDT
1611456600.0,2021-01-24 02:50:00,139.04,139.09,138.91,139.06,428.00522,LTC/USDT
1611456660.0,2021-01-24 02:51:00,139.06,139.39,139.06,139.25,383.53961,LTC/USDT
