Timestamp,Date,Open,High,Low,Close,Volume,symbol
1611389340.0,2021-01-23 08:09:00,1255.1,1256.5,1253.0,1255.0,1612151.9916,ETH-PERP
1611389400.0,2021-01-23 08:10:00,1255.0,1257.5,1254.9,1256.8,320618.2138,ETH-PERP
1611389460.0,2021-01-23 08:11:00,1256.8,1257.1,1254.5,1255.6,184622.8389,ETH-PERP
1611389520.0,2021-01-23 08:12:00,1255.6,1258.4,1254.8,1256.3,411670.2231,ETH-PERP
1611389580.0,2021-01-23 08:13:00,1256.3,1257.0,1255.5,1256.0,180397.9434,ETH-PERP
1611389640.0,2021-01-23 08:14:00,1256.0,1256.7,1255.8,1255.8,55124.8901,ETH-PERP
1611389700.0,2021-01-23 08:15:00,1255.8,1256.4,1254.0,1256.4,77164.2635,ETH-PERP
1611389760.0,2021-01-23 08:16:00,1256.4,1260.7,1256.4,1259.3,1187729.342,ETH-PERP
1611389820.0,2021-01-23 08:17:00,1259.3,1260.4,1258.4,1260.4,176026.9648,ETH-PERP
1611389880.0,2021-01-23 08:18:00,1260.4,1260.4,1258.0,1259.7,1070779.4263,ETH-PERP
1611389940.0,2021-01-23 08:19:00,1259.7,1261.6,1259.7,1261.0,207183.0683,ETH-PERP
1611390000.0,2021-01-23 08:20:00,1261.0,1263.1,1261.0,1262.6,2770339.1491,ETH-PERP
1611390060.0,2021-01-23 08:21:00,1262.7,1265.0,1262.2,1264.4,1243939.4799,ETH-PERP
1611390120.0,2021-01-23 08:22:00,1264.5,1264.5,1261.3,1262.2,741398.9704,ETH-PERP
1611390180.0,2021-01-23 08:23:00,1262.2,1262.2,1259.7,1260.9,297273.9828,ETH-PERP
1611390240.0,2021-01-23 08:24:00,1260.9,1262.6,1260.9,1261.6,156008.3751,ETH-PERP
1611390300.0,2021-01-23 08:25:00,1261.6,1262.9,1261.2,1261.4,245532.9848,ETH-PERP
1611390360.0,2021-01-23 08:26:00,1261.4,1265.8,1261.4,1265.8,601490.5954,ETH-PERP
1611390420.0,2021-01-23 08:27:00,1265.8,1267.8,1265.7,1267.8,238059.1066,ETH-PERP
1611390480.0,2021-01-23 08:28:00,1267.8,1268.6,1265.4,1265.8,1317897.7057,ETH-PERP
1611390540.0,2021-01-23 08:29:00,1265.8,1268.0,1264.9,1267.8,367927.727,ETH-PERP
